,purchase_price,sale_price,purchase_q_since_1970,sale_q_since_1970
7094,335,460,10,28
7095,913,920,34,54
7096,470,875,10,36
7097,300,645,10,34
7098,563,975,14,50
7099,335,469,31,35
7100,509,510,13,18
7101,690,830,30,35
7102,475,525,2,6
7103,1259,1300,61,66
7104,315,485,6,18
7105,370,665,9,32
7106,835,873,60,65
7107,585,770,22,31
7108,285,680,2,37
7109,290,507,9,30
7110,507,630,30,38
7111,340,340,5,17
7112,297,297,4,5
7113,520,870,22,65
7114,620,1235,14,35
7115,720,789,33,61
7116,390,390,17,18
7117,270,325,31,36
7118,329,335,26,32
7119,1494,1620,62,65
7120,355,870,2,36
7121,465,570,25,30
7122,280,360,6,25
7123,360,595,25,37
7124,199,240,22,29
7125,282,356,21,32
7126,580,900,8,33
7127,247,400,3,31
7128,320,673,13,52
7129,396,397,2,6
7130,800,800,35,39
7131,512,690,32,50
7132,740,1200,18,38
7133,335,707,12,53
7134,350,430,12,25
7135,630,670,19,28
7136,575,710,18,26
7137,700,800,36,37
7138,580,660,15,19
7139,235,359,11,19
7140,450,590,26,33
7141,590,700,33,49
7142,236,270,2,22
7143,431,548,9,14
7144,459,605,20,27
7145,390,1150,14,62
7146,556,850,9,26
7147,815,860,35,39
7148,675,960,23,34
7149,620,640,18,21
7150,551,670,32,51
7151,300,347,19,31
7152,649,1110,15,34
7153,697,1280,16,57
7154,550,1600,21,62
7155,492,700,25,54
7156,690,720,57,59
7157,395,580,20,29
7158,580,920,29,45
7159,690,750,8,15
7160,750,1440,15,42
7161,860,1031,31,43
7162,374,510,18,31
7163,360,424,9,17
7164,651,730,34,55
7165,395,555,23,34
7166,400,490,14,22
7167,490,870,22,62
7168,447,710,1,28
7169,162,339,14,27
7170,250,375,13,30
7171,330,520,36,53
7172,300,379,6,13
7173,460,510,2,10
7174,549,1100,11,35
7175,480,625,34,44
7176,395,480,33,58
7177,464,630,6,15
7178,335,365,6,10
7179,720,890,36,63
7180,940,1250,30,46
7181,511,1280,2,50
7182,165,199,3,5
7183,199,520,5,39
7184,354,535,28,64
7185,185,420,3,32
7186,420,475,27,32
7187,198,206,7,23
7188,206,335,23,32
7189,534,765,26,53
7190,800,1214,23,47
7191,389,565,25,35
7192,414,550,30,35
7193,489,725,27,34
7194,2008,2300,56,63
7195,280,585,11,58
7196,436,546,4,14
7197,275,350,28,38
7198,270,340,28,39
7199,405,425,36,37
7200,360,490,16,30
7201,585,930,22,43
7202,365,620,27,39
7203,384,550,5,22
7204,480,905,28,64
7205,320,499,23,36
7206,425,675,10,22
7207,330,670,11,33
7208,640,770,14,24
7209,300,335,8,13
7210,380,385,7,30
7211,218,470,3,44
7212,322,860,6,46
7213,504,1170,2,37
7214,257,520,27,36
7215,380,679,17,36
7216,320,500,30,34
7217,399,640,4,23
7218,738,1070,27,40
7219,309,380,2,19
7220,255,439,14,32
7221,439,570,32,51
7222,395,410,7,16
7223,519,603,32,46
7224,224,510,5,57
7225,750,900,57,63
7226,350,845,9,45
7227,245,460,4,27
7228,315,448,11,25
7229,394,760,20,37
7230,197,339,27,34
7231,469,1200,5,50
7232,467,610,24,64
7233,190,290,45,53
7234,779,1100,19,33
7235,280,449,30,35
7236,475,510,17,19
7237,600,890,3,30
7238,360,500,59,64
7239,240,245,13,22
7240,570,845,26,44
7241,340,579,31,54
7242,380,890,1,47
7243,829,1230,23,31
7244,1335,1635,43,44
7245,400,630,32,59
7246,293,293,34,35
7247,599,640,36,38
7248,295,296,33,34
7249,451,529,34,35
7250,444,694,33,38
7251,445,590,33,35
7252,284,360,33,35
7253,333,405,38,39
7254,445,650,14,23
7255,313,730,12,56
7256,482,570,26,31
7257,900,1100,28,36
7258,1100,1100,36,37
7259,635,840,23,52
7260,330,330,4,5
7261,425,850,4,28
7262,550,640,39,56
7263,535,647,24,29
7264,510,540,58,61
7265,347,500,14,30
7266,315,320,11,30
7267,200,450,11,43
7268,389,495,35,46
7269,370,670,10,57
7270,425,729,32,59
7271,249,365,18,35
7272,590,670,33,50
7273,560,750,23,30
7274,395,600,36,56
7275,440,469,34,36
7276,650,880,22,33
7277,880,1015,33,53
7278,335,639,15,37
7279,218,249,9,26
7280,600,654,25,28
7281,1065,1145,30,32
7282,235,450,12,34
7283,115,225,13,28
7284,220,350,13,36
7285,374,545,4,22
7286,360,523,11,28
7287,875,875,64,65
7288,145,190,20,33
7289,680,760,53,58
7290,296,310,25,29
7291,330,675,3,54
7292,309,400,36,55
7293,435,605,29,53
7294,260,500,27,57
7295,430,499,38,43
7296,1135,1325,33,62
7297,766,850,32,37
7298,163,180,14,20
7299,1109,1146,32,34
7300,517,653,27,34
7301,378,625,11,30
7302,430,510,38,53
7303,310,380,26,36
7304,470,680,22,38
7305,363,775,1,31
7306,860,1000,36,56
7307,307,465,11,30
7308,285,389,13,24
7309,110,170,1,7
7310,360,490,11,22
7311,525,549,21,27
7312,290,627,12,37
7313,795,900,32,37
7314,595,650,38,51
7315,308,660,2,37
7316,425,430,36,49
7317,275,675,10,53
7318,215,260,6,14
7319,420,525,27,32
7320,510,599,29,33
7321,599,749,33,36
7322,240,300,10,27
7323,1348,1348,61,63
7324,780,920,25,31
7325,380,569,26,45
7326,359,580,15,32
7327,360,490,32,44
7328,360,420,14,24
7329,430,860,13,49
7330,290,435,16,31
7331,420,483,18,28
7332,1255,1255,61,63
7333,335,499,35,59
7334,192,245,16,24
7335,780,890,29,42
7336,550,1220,12,62
7337,750,1000,30,45
7338,325,455,30,34
7339,1290,1320,58,65
7340,522,522,27,28
7341,250,330,13,17
7342,330,340,17,31
7343,340,540,31,45
7344,470,576,13,22
7345,885,1140,27,36
7346,340,550,32,57
7347,363,492,31,36
7348,595,920,29,63
7349,283,899,1,64
7350,425,964,14,63
7351,890,1750,31,63
7352,499,1150,7,56
7353,250,335,6,21
7354,415,490,22,28
7355,899,950,34,38
7356,555,555,34,35
7357,555,585,35,37
7358,1300,1360,34,51
7359,359,570,27,62
7360,370,650,21,53
7361,375,519,9,16
7362,323,790,18,59
7363,273,305,2,6
7364,1125,1145,35,44
7365,649,740,34,46
7366,499,730,5,20
7367,730,1175,20,47
7368,735,1270,22,35
7369,730,820,32,54
7370,320,518,25,38
7371,150,300,36,38
7372,300,300,38,39
7373,225,560,12,48
7374,540,1010,11,37
7375,539,576,14,18
7376,380,510,24,38
7377,339,695,11,34
7378,430,675,12,29
7379,330,490,36,44
7380,530,925,14,52
7381,270,350,24,36
7382,975,1200,33,66
7383,315,439,4,14
7384,335,585,10,31
7385,417,552,3,17
7386,342,490,31,61
7387,340,855,14,63
7388,590,640,13,23
7389,350,640,17,56
7390,463,1040,14,54
7391,375,449,36,53
7392,600,1250,6,29
7393,350,823,2,53
7394,560,560,62,63
7395,460,730,22,39
7396,449,569,59,62
7397,385,875,10,43
7398,165,250,42,49
7399,360,620,13,32
7400,300,635,10,59
7401,153,190,4,38
7402,205,400,31,44
7403,440,485,3,11
7404,505,820,5,27
7405,345,345,12,13
7406,200,240,3,17
7407,240,335,18,23
7408,335,515,23,34
7409,1600,1930,52,61
7410,589,610,45,54
7411,550,655,21,29
7412,740,850,32,60
7413,645,750,12,20
7414,367,435,18,32
7415,309,502,21,39
7416,427,630,26,53
7417,510,1140,11,43
7418,532,585,28,31
7419,765,955,26,33
7420,387,850,6,30
7421,145,249,2,32
7422,839,910,30,34
7423,905,1000,56,62
7424,635,795,31,38
7425,328,610,10,33
7426,240,290,6,28
7427,440,585,30,38
7428,250,330,7,23
7429,185,485,27,35
7430,300,575,4,53
7431,375,375,39,45
7432,760,920,29,33
7433,430,560,16,26
7434,300,460,2,24
7435,460,710,24,43
7436,250,320,31,32
7437,225,240,28,29
7438,360,423,26,32
7439,385,450,6,12
7440,450,540,12,22
7441,500,500,62,64
7442,217,297,4,23
7443,410,440,46,57
7444,395,690,4,27
7445,500,610,38,54
7446,370,570,50,57
7447,630,780,29,45
7448,320,330,14,35
7449,330,500,35,56
7450,529,550,15,17
7451,550,920,17,38
7452,365,405,11,13
7453,400,550,14,23
7454,550,925,23,38
7455,382,445,25,32
7456,445,579,32,35
7457,320,440,6,19
7458,252,475,31,57
7459,482,575,31,36
7460,650,650,62,64
7461,370,450,37,39
7462,315,525,7,23
7463,165,240,25,50
7464,580,645,25,28
7465,450,899,14,54
7466,377,549,31,37
7467,765,1120,31,38
7468,540,560,2,6
7469,369,760,14,47
7470,366,430,9,34
7471,635,648,57,64
7472,460,629,29,53
7473,525,940,13,36
7474,320,445,17,30
7475,479,740,6,30
7476,200,350,31,43
7477,380,690,36,57
7478,899,899,63,64
7479,1768,2150,63,64
7480,420,659,26,38
7481,665,670,60,62
7482,470,619,36,53
7483,250,370,24,31
7484,475,560,13,22
7485,725,830,43,53
7486,350,937,9,62
7487,790,1450,30,32
7488,186,335,12,32
7489,400,510,37,43
7490,510,540,43,50
7491,799,799,50,51
7492,480,605,38,56
7493,345,575,1,24
7494,330,345,11,29
7495,360,699,9,31
7496,399,505,30,34
7497,220,640,7,39
7498,360,570,25,46
7499,460,599,30,38
7500,151,185,8,45
7501,675,920,26,34
7502,599,710,59,65
7503,495,710,33,62
7504,310,430,33,59
7505,460,745,9,30
7506,472,645,58,63
7507,688,735,25,27
7508,660,920,23,34
7509,479,645,29,37
7510,619,650,60,65
7511,555,650,33,57
7512,310,579,13,37
7513,350,560,31,58
7514,465,659,26,46
7515,335,370,40,43
7516,331,530,11,31
7517,480,615,44,58
7518,330,350,22,25
7519,490,685,38,51
7520,399,593,30,45
7521,238,345,11,32
7522,295,385,11,26
7523,410,505,11,19
7524,610,760,30,53
7525,275,410,8,21
7526,300,448,25,33
7527,845,880,36,46
7528,440,540,29,33
7529,450,490,13,15
7530,230,554,5,44
7531,360,451,32,35
7532,277,320,1,22
7533,395,525,21,30
7534,594,594,57,61
7535,353,740,12,43
7536,300,440,29,35
7537,460,650,38,55
7538,350,549,25,38
7539,430,600,26,39
7540,256,357,10,22
7541,350,520,30,53
7542,290,540,27,38
7543,230,350,9,26
7544,260,465,12,33
7545,340,445,27,33
7546,310,645,17,42
7547,300,355,10,17
7548,310,325,23,26
7549,325,460,26,46
7550,1150,1240,59,61
7551,342,699,10,63
7552,358,503,2,18
7553,318,405,6,23
7554,550,1075,9,36
7555,620,685,24,27
7556,385,836,7,47
7557,599,1150,19,64
7558,775,880,36,60
7559,669,1050,38,45
7560,789,790,43,53
7561,340,460,12,18
7562,490,840,14,39
7563,312,359,14,23
7564,235,359,14,34
7565,680,710,4,10
7566,640,1075,23,46
7567,270,770,3,54
7568,584,690,33,45
7569,325,345,6,13
7570,320,475,31,36
7571,840,1000,23,26
7572,270,435,23,38
7573,370,630,10,28
7574,239,310,15,23
7575,310,530,23,49
7576,450,620,25,33
7577,620,699,33,46
7578,340,600,26,46
7579,400,615,36,46
7580,700,940,27,59
7581,447,946,2,31
7582,750,870,32,38
7583,237,290,9,28
7584,367,769,7,38
7585,275,440,11,30
7586,520,1045,17,56
7587,475,960,13,45
7588,385,940,6,51
7589,425,895,12,54
7590,480,700,18,49
7591,360,510,29,36
7592,580,975,13,51
7593,480,620,23,32
7594,365,590,11,31
7595,535,655,14,23
7596,325,455,8,22
7597,550,870,27,52
7598,530,685,10,24
7599,305,530,22,35
7600,530,530,35,36
7601,200,320,30,53
7602,790,790,27,30
7603,290,290,15,17
7604,495,650,27,31
7605,345,435,14,26
7606,435,680,26,34
7607,780,1480,19,55
7608,235,420,11,29
7609,365,770,16,35
7610,345,530,4,19
7611,434,639,8,18
7612,639,720,18,25
7613,315,450,14,33
7614,617,700,11,17
7615,520,530,17,20
7616,322,398,12,28
7617,227,450,8,54
7618,370,460,7,15
7619,240,349,27,36
7620,239,380,14,31
7621,250,310,12,24
7622,395,540,6,18
7623,540,620,18,22
7624,308,340,7,14
7625,340,500,14,33
7626,730,800,29,32
7627,180,275,32,34
7628,265,330,22,30
7629,252,525,7,38
7630,405,415,6,8
7631,395,680,19,34
7632,470,790,9,57
7633,740,755,25,27
7634,873,943,36,46
7635,239,340,15,27
7636,2550,2689,62,63
7637,720,820,34,59
7638,400,560,6,18
7639,1035,1100,39,51
7640,438,976,3,43
7641,235,360,15,36
7642,184,219,5,13
7643,320,360,23,29
7644,489,645,10,18
7645,799,850,29,30
7646,400,400,34,35
7647,440,580,26,32
7648,406,569,29,37
7649,180,250,11,31
7650,365,730,13,38
7651,465,485,35,49
7652,449,500,22,28
7653,370,495,24,33
7654,345,350,3,4
7655,570,630,33,37
7656,295,325,2,8
7657,325,395,8,16
7658,720,990,37,53
7659,390,595,2,20
7660,299,300,9,18
7661,300,345,18,25
7662,240,500,4,38
7663,321,410,6,26
7664,410,580,26,56
7665,428,490,2,18
7666,455,630,21,33
7667,270,310,14,20
7668,310,560,20,37
7669,255,275,13,16
7670,275,530,16,55
7671,530,650,55,65
7672,495,630,21,25
7673,305,675,22,63
7674,559,610,31,33
7675,140,269,1,26
7676,269,365,26,60
7677,535,679,18,28
7678,1434,1570,46,55
7679,328,469,32,39
7680,315,485,2,24
7681,315,668,9,32
7682,280,490,18,37
7683,492,599,34,62
7684,530,725,23,31
7685,199,280,26,35
7686,280,380,35,53
7687,450,550,40,51
7688,300,540,9,45
7689,625,1145,22,61
7690,530,865,17,38
7691,540,585,39,45
7692,660,1300,26,39
7693,455,730,22,38
7694,730,815,38,53
7695,308,339,10,22
7696,235,298,6,15
7697,550,990,26,38
7698,345,362,2,7
7699,550,695,49,59
7700,310,580,26,57
7701,297,765,7,38
7702,239,300,14,28
7703,300,460,28,34
7704,140,240,33,51
7705,350,530,23,37
7706,1250,1870,38,53
7707,580,689,14,32
7708,689,879,32,35
7709,240,440,17,61
7710,329,490,14,31
7711,800,1370,19,39
7712,270,450,15,39
7713,650,650,34,35
7714,460,780,25,55
7715,260,529,20,54
7716,200,330,11,32
7717,595,900,26,33
7718,395,580,15,26
7719,345,680,15,65
7720,260,540,23,39
7721,328,430,30,53
7722,300,340,26,31
7723,340,495,31,39
7724,305,595,13,35
7725,245,319,12,21
7726,319,379,21,28
7727,390,444,32,50
7728,855,1235,26,44
7729,470,639,34,63
7730,240,449,9,38
7731,530,1400,21,58
7732,189,189,38,39
7733,390,550,23,27
7734,1390,1480,62,64
7735,210,365,9,33
7736,365,380,33,54
7737,212,459,14,38
7738,275,375,6,20
7739,534,600,34,53
7740,360,520,15,29
7741,870,1700,21,50
7742,450,615,17,30
7743,1030,1225,12,24
7744,1570,1880,32,42
7745,307,310,5,6
7746,485,1080,4,33
7747,600,1125,21,46
7748,980,1280,28,49
7749,249,349,20,30
7750,515,598,31,43
7751,280,380,12,21
7752,215,259,9,22
7753,465,735,4,25
7754,250,385,12,28
7755,323,840,7,51
7756,310,390,21,29
7757,1225,1270,38,55
7758,660,679,20,22
7759,435,600,25,35
7760,355,530,20,30
7761,397,840,5,31
7762,279,400,17,44
7763,299,310,22,27
7764,310,375,27,30
7765,429,450,33,37
7766,599,620,35,43
7767,422,600,6,19
7768,320,386,19,31
7769,498,785,23,61
7770,320,393,21,30
7771,395,535,1,13
7772,318,390,28,32
7773,326,450,31,55
7774,320,435,23,32
7775,292,685,8,56
7776,280,343,13,25
7777,343,565,25,39
7778,620,840,29,59
7779,220,428,5,26
7780,328,740,7,55
7781,1124,1150,39,45
7782,520,930,15,53
7783,325,380,35,37
7784,480,630,29,34
7785,1150,1370,38,53
7786,324,325,6,13
7787,307,394,17,28
7788,394,510,28,37
7789,450,510,26,33
7790,429,530,38,47
7791,185,349,14,56
7792,269,579,14,59
7793,195,389,8,33
7794,379,560,29,38
7795,505,555,46,54
7796,580,923,49,52
7797,360,375,18,27
7798,480,520,3,7
7799,500,500,60,64
7800,419,579,26,34
7801,581,795,28,43
7802,315,459,17,33
7803,305,605,6,30
7804,239,475,14,33
7805,375,723,8,37
7806,275,330,9,14
7807,1150,1380,31,39
7808,327,475,10,32
7809,325,449,6,31
7810,289,610,6,38
7811,414,437,2,3
7812,336,645,6,30
7813,870,1000,10,17
7814,525,980,28,64
7815,386,540,37,50
7816,1100,1450,31,57
7817,365,390,15,17
7818,275,338,2,20
7819,290,357,16,30
7820,260,430,4,18
7821,560,815,23,35
7822,379,609,29,53
7823,419,540,10,25
7824,875,1170,34,60
7825,320,470,10,27
7826,373,470,6,14
7827,350,380,17,18
7828,780,975,33,54
7829,360,555,4,20
7830,290,315,16,25
7831,200,460,25,44
7832,313,585,9,35
7833,355,470,4,11
7834,470,850,11,33
7835,850,1040,33,47
7836,315,390,16,30
7837,410,1160,12,59
7838,725,945,57,65
7839,410,439,13,17
7840,625,1100,21,44
7841,173,229,4,22
7842,265,350,31,53
7843,395,825,20,53
7844,709,765,19,27
7845,452,540,12,24
7846,265,285,23,31
7847,600,1100,27,61
7848,336,600,4,22
7849,1056,1260,36,48
7850,230,240,3,23
7851,185,245,30,36
7852,340,740,6,60
7853,400,660,17,48
7854,1440,1529,38,45
7855,650,1375,15,61
7856,616,1000,20,54
7857,675,925,32,55
7858,405,650,19,60
7859,328,630,9,61
7860,575,729,18,29
7861,370,415,34,37
7862,275,509,9,31
7863,350,735,15,33
7864,495,750,21,35
7865,669,1000,22,55
7866,422,669,25,38
7867,308,339,8,14
7868,390,780,9,48
7869,970,3180,29,64
7870,1210,1460,30,50
7871,528,1020,26,63
7872,520,650,23,27
7873,230,290,39,40
7874,420,520,10,22
7875,973,1300,30,55
7876,475,706,22,43
7877,245,340,13,18
7878,250,390,30,51
7879,1350,1560,53,61
7880,290,510,4,23
7881,365,470,27,38
7882,690,900,21,33
7883,275,360,12,17
7884,321,518,6,26
7885,270,505,7,29
7886,375,395,26,29
7887,512,775,22,37
7888,375,510,14,28
7889,510,635,28,33
7890,175,295,22,39
7891,140,295,32,52
7892,971,1325,30,48
7893,729,820,34,46
7894,170,280,29,33
7895,320,355,45,54
7896,533,719,29,54
7897,280,315,22,30
7898,240,425,2,34
7899,398,450,26,33
7900,300,300,61,62
7901,500,570,47,55
7902,330,500,31,44
7903,140,300,21,36
7904,400,560,22,30
7905,560,710,30,56
7906,195,329,36,58
7907,490,550,33,60
7908,285,360,9,18
7909,330,500,36,46
7910,730,1120,3,26
7911,364,500,29,37
7912,710,810,33,46
7913,330,520,25,40
7914,915,915,60,61
7915,370,379,28,30
7916,350,365,28,29
7917,360,400,25,29
7918,640,795,20,26
7919,600,1950,25,43
7920,300,370,16,22
7921,830,950,36,60
7922,1265,1315,47,53
7923,345,380,29,30
7924,449,780,18,35
7925,1205,1650,34,63
7926,259,259,21,23
7927,373,432,30,31
7928,339,525,27,64
7929,251,530,33,35
7930,200,340,11,32
7931,297,365,14,29
7932,1980,2250,36,52
7933,449,635,19,30
7934,825,900,31,53
7935,507,525,18,24
7936,360,560,24,38
7937,535,1250,8,53
7938,254,447,9,54
7939,439,1160,23,64
7940,1500,1600,47,57
7941,268,390,8,25
7942,314,785,5,43
7943,800,1220,23,39
7944,385,600,26,47
7945,386,460,13,31
7946,304,355,4,9
7947,759,770,36,38
7948,475,530,18,24
7949,530,655,24,30
7950,390,564,30,36
7951,528,790,23,34
7952,361,410,15,27
7953,338,339,13,23
7954,225,400,14,38
7955,439,459,42,53
7956,302,569,4,27
7957,675,928,32,61
7958,329,600,14,54
7959,369,370,14,28
7960,289,300,3,4
7961,490,500,34,39
7962,310,755,12,54
7963,285,680,4,40
7964,250,445,2,28
7965,325,429,10,22
7966,429,619,22,37
7967,515,675,11,22
7968,315,425,31,56
7969,580,789,16,26
7970,600,630,10,11
7971,295,589,3,37
7972,490,1320,10,62
7973,1260,1520,51,66
7974,410,1130,13,57
7975,225,315,17,27
7976,1320,1505,54,62
7977,645,730,26,32
7978,325,474,9,28
7979,430,520,36,52
7980,510,910,24,61
7981,365,645,14,35
7982,591,910,29,47
7983,335,425,26,35
7984,329,375,14,28
7985,235,280,21,27
7986,230,860,7,43
7987,270,465,10,63
7988,329,620,12,46
7989,450,775,6,29
7990,310,520,6,27
7991,500,1230,21,63
7992,790,1680,14,52
7993,470,500,39,48
7994,265,337,27,36
7995,880,1000,39,46
7996,470,1120,1,35
7997,901,1224,30,60
7998,230,275,8,22
7999,480,500,40,46
8000,100,130,25,28
8001,1070,1425,33,53
8002,220,429,7,37
8003,365,399,30,31
8004,535,660,36,43
8005,245,450,9,30
8006,263,285,17,21
8007,285,320,21,30
8008,431,590,28,37
8009,590,640,37,43
8010,285,500,2,36
8011,510,995,13,35
8012,215,285,5,17
8013,285,685,17,37
8014,1750,2070,38,47
8015,410,695,17,31
8016,695,900,31,49
8017,1060,1250,24,30
8018,365,382,10,17
8019,480,580,37,47
8020,205,380,24,48
8021,340,1050,3,45
8022,228,275,5,32
8023,270,320,10,21
8024,415,610,19,30
8025,904,940,44,45
8026,381,549,23,33
8027,450,825,6,27
8028,499,750,27,46
8029,765,850,43,59
8030,300,323,4,12
8031,380,435,18,28
8032,220,370,31,45
8033,335,705,12,48
8034,480,610,30,35
8035,359,359,4,5
8036,250,445,22,35
8037,163,293,27,36
8038,272,510,9,33
8039,175,255,2,23
8040,290,370,28,36
8041,760,905,37,61
8042,390,530,23,33
8043,558,950,21,43
8044,330,530,25,53
8045,566,790,22,39
8046,477,699,23,43
8047,400,560,40,54
8048,380,520,25,36
8049,637,637,31,32
8050,340,400,5,14
8051,450,450,64,65
8052,295,359,26,32
8053,275,389,19,36
8054,389,550,36,52
8055,160,180,33,34
8056,335,445,2,13
8057,625,625,51,52
8058,132,300,1,19
8059,120,215,20,25
8060,100,165,36,39
8061,450,550,19,27
8062,580,1350,12,49
8063,405,580,30,43
8064,340,465,30,34
8065,470,985,12,33
8066,398,529,21,33
8067,560,730,28,31
8068,586,940,28,63
8069,790,930,56,62
8070,391,560,23,34
8071,179,180,29,33
8072,240,245,14,21
8073,590,599,37,38
8074,599,665,38,50
8075,252,259,3,30
8076,420,780,6,29
8077,265,360,15,33
8078,270,370,24,37
8079,550,725,31,57
8080,440,970,1,35
8081,289,330,16,34
8082,819,1195,29,42
8083,399,545,23,29
8084,575,750,28,43
8085,680,950,33,45
8086,252,271,7,8
8087,271,320,8,20
8088,190,395,8,29
8089,110,110,19,32
8090,395,469,25,29
8091,500,650,26,31
8092,517,950,29,63
8093,759,780,37,43
8094,330,700,31,35
8095,332,605,18,65
8096,240,340,11,26
8097,740,820,33,37
8098,151,400,29,53
8099,525,590,29,32
8100,295,338,14,22
8101,372,649,12,29
8102,265,430,20,32
8103,490,570,23,30
8104,740,900,35,65
8105,571,609,30,31
8106,900,1150,26,39
8107,595,700,53,62
8108,332,442,9,20
8109,470,470,35,37
8110,315,389,14,23
8111,345,475,24,33
8112,570,700,53,62
8113,274,289,6,8
8114,289,303,8,10
8115,1520,1675,38,49
8116,535,675,11,23
8117,718,725,31,33
8118,445,830,17,36
8119,162,195,12,28
8120,288,320,11,17
8121,340,469,32,57
8122,480,735,5,19
8123,420,730,28,54
8124,754,890,31,52
8125,700,995,24,36
8126,164,193,23,25
8127,279,429,13,35
8128,199,269,14,30
8129,456,520,30,33
8130,350,350,17,18
8131,350,455,18,28
8132,290,440,10,28
8133,470,767,13,30
8134,767,860,30,51
8135,350,480,14,29
8136,275,540,10,31
8137,353,419,17,31
8138,750,1100,14,32
8139,220,340,22,39
8140,265,339,3,24
8141,294,300,26,30
8142,620,1245,25,55
8143,1245,1550,55,65
8144,265,530,7,31
8145,360,544,31,35
8146,563,850,13,30
8147,850,1085,30,53
8148,500,690,47,56
8149,285,310,21,25
8150,740,820,35,37
8151,345,435,13,23
8152,259,625,7,45
8153,285,365,4,14
8154,239,265,12,15
8155,340,440,37,50
8156,370,630,3,32
8157,259,290,16,23
8158,440,667,25,43
8159,1300,1330,39,51
8160,667,700,20,21
8161,250,330,15,35
8162,501,542,3,10
8163,810,1400,11,27
8164,400,975,8,48
8165,315,510,28,54
8166,380,600,9,25
8167,330,370,9,18
8168,600,600,53,54
8169,159,190,14,22
8170,790,965,21,29
8171,600,700,9,14
8172,230,532,2,39
8173,1150,1150,65,66
8174,1590,1900,54,59
8175,405,630,22,36
8176,220,282,9,13
8177,288,365,6,17
8178,365,475,17,30
8179,210,400,5,45
8180,510,980,15,31
8181,699,739,22,24
8182,1350,4400,28,62
8183,750,775,39,64
8184,265,300,3,34
8185,300,499,34,58
8186,115,139,2,26
8187,530,790,31,39
8188,260,355,13,29
8189,310,390,14,26
8190,325,543,23,37
8191,245,355,30,35
8192,120,160,22,30
8193,160,240,16,37
8194,205,330,36,55
8195,685,730,19,23
8196,593,780,14,25
8197,320,400,27,47
8198,647,735,32,37
8199,304,305,4,5
8200,200,400,26,51
8201,330,530,29,46
8202,220,375,25,37
8203,375,460,37,47
8204,545,679,31,44
8205,69,205,32,35
8206,215,249,7,27
8207,295,380,32,54
8208,555,930,28,57
8209,650,666,31,32
8210,368,370,9,12
8211,290,560,6,31
8212,235,240,12,17
8213,420,599,30,39
8214,680,1160,24,47
8215,424,649,26,37
8216,464,600,29,34
8217,490,490,64,65
8218,735,735,57,58
8219,350,390,59,64
8220,230,530,26,56
8221,725,850,40,54
